player_name,mmr,player_teams,matches,reliable_mmr,stratz_mmr
SHIVER ME TIMBERS,7845.049210571344,"['Nigma Rebellion', 'KnockKnock', 'Season 40 Champs']",44,True,8000.0
MasterZ34,7842.427676199532,['Want Steep Sets?'],41,True,8000.0
Mari Illustrious Makinami,7841.04895589154,"['Northern Hog Suckers', 'Want Steep Sets?']",57,True,8000.0
Yrral,7840.870173462092,"['Northern Hog Suckers', 'Want Steep Sets?', 'dXo-Heroic - Mantle of Midas']",77,True,8000.0
FrodoLaporte,7830.42683931662,"['Northern Hog Suckers', 'Ape Express', 'Want Steep Sets?', 'Dark Horse']",78,True,8000.0
involuntary celibate,7829.885341805931,['Empacadores de Soriana'],20,True,8000.0
Drewarosa,7822.537833281098,['Dark Horse Tempest '],24,True,8000.0
Yawlo,7813.477415899564,['Empacadores de Soriana'],21,True,8000.0
hc worst nightmare,7806.843440498327,['Empacadores de Soriana'],22,True,8000.0
3row,7803.746823021546,"['Spice Boys', 'Sunlight Covenant', 'Team Tidehunter']",57,True,8000.0
sorry,7800.723716819325,"['WeLostThisBros', 'Love & Peace (Right Version)']",40,True,8000.0
buffles,7782.300181192826,"['NO WRAITHPACT', '1-800-QQ', 'dXo-Heroic - Mantle of Midas']",32,True,8000.0
ZYC,7748.749246897596,"['Spice Boys', 'dXo-Heroic - Mantle of Midas']",31,True,8000.0
THE BOILING FROG,7744.894306793708,['Aogiri Tree'],31,True,8000.0
Picashii,7742.31882444249,['Dark Horse Tempest '],26,True,8000.0
44 .•*¨*•.¸¸♪,7739.402512469364,"['WeLostThisBros', 'Aogiri Tree']",57,True,8000.0
OFF !!!,7728.5365465355135,"['KnockKnock', 'Giga Obese Ovarian Navigators', '1-800-QQ']",51,True,8000.0
soy jamon 4,7716.570582142985,"['TEAM POLAND', 'Team Tidehunter']",38,True,8000.0
Peter Buttermilk,7709.25514597401,['New Rebellion'],20,False,7000.0
For The Pills,7696.197717617294,['Gucci God'],20,True,8000.0
mode: that brother needs help,7693.188014921197,"['TEAM POLAND', 'Garrett and Friends', 'Wasted Sad & Suicidal', 'Wasted.Creature']",60,True,7400.0
Dr. EpiK,7692.828284765851,"['WeLostThisBros', 'Love & Peace (Right Version)']",43,True,8000.0
Babaganoush,7690.360891344046,['WeLostThisBros'],30,True,8000.0
S-10,7684.416349690046,"['Gucci God', '#1 Yami Glazers']",43,True,8000.0
Celtic,7682.080750045954,['Salt the Earth'],20,True,8000.0
ooo,7681.338533603761,"['DinoMight', 'Gucci God', 'Drip or Drown', '#1 Yami Glazers']",80,True,7300.0
SiliXx.あすか,7675.386546492944,"['KnockKnock', 'Balerion All-Blacks', 'Northern Hog Suckers', 'Giga Obese Ovarian Navigators', 'Rektal Damage']",60,True,8000.0
Resisting the Desire to end it,7672.293176416041,"['The Whimsical Afrasians', 'Sounding Club', 'Gucci God', 'Aogiri Tree', 'Drip or Drown']",82,True,8000.0
HeroesOfNewerth,7668.521436797365,"['WeLostThisBros', 'Gucci God', 'Northern Hog Suckers', '#1 Yami Glazers']",89,True,8000.0
Scarebee,7664.763597571584,['Dark Horse'],35,True,8000.0
Roo,7664.375585113527,"['Want Steep Sets?', 'Dark Horse']",93,True,8000.0
ferociousspud,7664.16390041028,['Dark Horse'],80,True,8000.0
KingBob,7664.089459627502,"['Dark Horse Storm', 'Dark Horse Vitality', 'Dark Horse']",101,True,8000.0
sTough,7660.965749792671,['Dark Horse'],78,True,8000.0
Heapin' Honkers,7656.184490439665,"['WeLostThisBros', ""Helmet's On"", 'Aogiri Tree', 'Helmets On']",41,True,8000.0
raze,7655.635320721569,['Aogiri Tree'],37,True,8000.0
Naya Of Alara,7655.555199645985,"['Balerion All-Blacks', 'Dark Horse', 'Emotional Damage', 'PSGS']",94,True,8000.0
50.Centaur Saves Gaza,7646.26555587656,"['Spice Boys', 'WAKANDA MADE IN CHYNA', 'Cinco De Mayo']",31,True,8000.0
wife,7645.911024755103,"['Spice Boys', 'New Rebellion', 'Giga Obese Ovarian Navigators', 'TEAM POLAND', 'dXo-Heroic - Mantle of Midas']",33,True,8000.0
Pumpkin(All chat muted),7639.911358568451,"['WeLostThisBros', 'The Whimsical Afrasians']",20,True,8000.0
h!,7639.172042744559,['Wasted.Creature'],22,True,7500.0
green dragon bot,7631.255451752103,"['Heroes of Golf?', 'Waist Of Time', ""Brit I'm a Dog, Woof! Brrr"", 'GOOD TWINK HUNTING', 'Twinks and The Twinker', 'Ensō', 'Helmets On', 'Gucci God', 'Waist of Time', 'Golf Tuesday?', 'Daggers in my coco', 'Go play offlane', '7dark Thirty']",123,True,8000.0
ok,7629.9100910556635,"['The Whimsical Afrasians', 'GOOD TWINK HUNTING', 'Twinks and The Twinker', ""WoT's Sounding Club"", 'Waist of Time', 'Daggers in my coco']",52,True,8000.0
Panda,7629.356525142742,"['Heroes of Golf?', ""Brit I'm a Dog, Woof! Brrr"", 'GOOD TWINK HUNTING', 'Twinks and The Twinker', 'Sounding Club', ""WoT's Sounding Club"", 'Golf Tuesday?', 'Daggers in my coco', 'Team Tidehunter', 'Go play offlane']",88,True,8000.0
Banach,7626.087767661966,"['Heroes of Golf?', ""Brit I'm a Dog, Woof! Brrr"", 'Golf Monday?', 'Twinks and The Twinker', 'Golf Tuesday?']",80,True,6500.0
Clare: Reloaded,7624.291937656227,"['Wasted Sad & Suicidal', 'Wasted.Creature']",64,True,7400.0
jelly,7623.0263306275865,"['Twinks and The Twinker', 'Los Animales de Golf?', 'Coked up (cute) Kobolds', 'GOOD TWINK HUNTING']",59,True,8000.0
Tokc,7615.473825621496,"['Wasted Sad & Suicidal', 'Wasted.Creature', 'Wasted with Clare in the Finals', 'We Scale Late ', 'Garrett and Friends']",76,True,8000.0
ShadowAce,7610.394477378345,"['We Scale Late ', 'Wasted.Creature']",24,True,7300.0
HULK,7606.643008461304,"['We Scale Late ', 'Wasted with Clare in the Finals', 'Wasted.Creature']",52,True,8000.0
SaulGinnis,7605.489601435888,"['Wasted Sad & Suicidal', 'Wasted.Creature', 'Wasted with Clare in the Finals', 'We Scale Late ', 'Garrett and Friends']",77,True,7500.0
smack,7604.245147444025,"['Wasted Sad & Suicidal', 'TEAM POLAND', 'Wasted with Clare in the Finals', 'Team Tidehunter', 'Garrett and Friends']",71,True,8000.0
bombogenesis day,7600.736422862944,"['Wasted.Creature', 'Wasted with Clare in the Finals', 'Foebe Phighters', 'We Scale Late ', 'Garrett and Friends']",64,True,7400.0
Calipsis,7587.221472476399,"['Average Krill Eaters', 'Giga Obese Ovarian Navigators', 'Sunlight Covenant', 'Team Tidehunter']",52,True,8000.0
Potatoes~~~~,7582.073831845379,['Wasted.Creature'],20,True,7300.0
Koamaru,7567.598087924523,"['dXo-Heroic - Mantle of Midas', 'Nat 20']",30,True,8000.0
Kr@Ken_430,7565.308925278236,['THE Sleppers4'],27,True,8000.0
Sempiternal,7555.975405759188,"['tainted gluggers', 'mosin on valley']",27,True,8000.0
Chanel N°5,7551.38727270166,"['Spice Boys', 'tainted gluggers', 'mosin on valley']",50,True,8000.0
Imphatic,7548.763111769411,"['Nocturnal Rainbow', 'Salt the Earth']",22,True,7300.0
Sixty Two Cents,7531.4917864132085,"['Northern Hog Suckers', 'Soy Sauce: Revolution']",54,True,8000.0
we dont drink 32s,7520.467177160079,"['Sounding Club', 'tainted gluggers', 'mosin on valley', '#Packwatch']",27,True,7200.0
Tokamak,7504.742619766021,"['Balerion All-Blacks', 'Drip or Drown']",38,True,8000.0
Merk 13,7496.335130022449,"['Does This Game have Fall Damage?', 'dXo-Heroic - Mantle of Midas', 'Nat 20']",44,True,8000.0
K1ra,7491.122866420622,"['Ensō', '1-800-QQ']",35,False,7069.2307692307695
Lord Luci,7486.84370289409,"['Heroes of Golf?', 'Rektal Damage', '#Packwatch', 'Sounding Club']",52,True,8000.0
Scionara,7485.293842818308,"['Ensō', 'Scion and the 4 plebs', 'good for ducks, good for me', '#Packwatch']",84,True,8000.0
hk,7481.3580202233725,"['Spice Boys', 'New Rebellion', 'Max Retaliate']",57,True,8000.0
Jax,7480.092959533268,"['Scion and the 4 plebs', 'good for ducks, good for me']",37,True,8000.0
TheSmallNut,7472.130271488379,"['Sounding Club', 'Ensō', 'Sunlight Covenant']",32,True,8000.0
spanky,7471.473084162725,['Team Mochi'],82,True,8000.0
mafjetz,7467.995031396853,['GRIN Scythe'],22,True,8000.0
TornadO,7461.372683478423,['Team Mochi'],65,False,6054.545454545455
Holoホロ,7453.974271293769,"['Does This Game have Fall Damage?', ""Chicken Joe's Reincarnation Cult"", 'good for ducks, good for me']",45,True,8000.0
Egotistical Confidence,7449.302053165368,"['Simple Chemistry', 'dXo-Rejects', 'The Rejects', 'Scion and the 4 plebs', 'SpookyScarySkeletons', 'good for ducks, good for me']",101,True,8000.0
lovell!!!!!!!!!!!!!!!!!!!,7444.966677771973,"['Northern Hog Suckers', 'Dark Horse Tempest ', 'Soy Sauce: Revolution']",106,True,8000.0
Lake Michigan,7444.910382082988,"['Dark Horse Tempest ', 'Soy Sauce: Revolution']",102,True,8000.0
Angrysun,7441.983364677764,"['Dark Horse Storm', 'Dark Horse Tempest ', 'Golf Monday?', 'Dark Horse Vitality']",101,True,8000.0
hungryphenix,7435.67306564132,['Team Mochi'],99,True,7300.0
han,7435.645013744145,['Team Mochi'],101,True,8000.0
FLYDOM,7435.634713311514,['Team Mochi'],99,True,6600.0
Antivirus,7430.450384711155,"['Does This Game have Fall Damage?', 'Emotional Damage']",30,True,8000.0
KayceeMJ,7429.850271674649,"['Dark Horse Tempest ', 'GRIN Scythe', 'GRIN Prism', 'Nameless']",77,True,7200.0
@CrasheroniDota,7426.517910594627,"['Dark Horse Tempest ', 'Max Retaliate']",39,True,7400.0
Shamuraii,7424.981861947163,"['Heroes of Golf?', 'Team Tidehunter', 'Highly Regarded Individuals', 'Plinks of Golf?']",79,True,8000.0
criminal animal,7400.137323327111,['Crime Time'],27,True,8000.0
Stretchy Arms,7399.466987429117,['Helmets On'],87,True,7100.0
Ouchkabibbles,7398.933695835655,"[""Helmet's On"", 'Helmets On']",85,True,7400.0
Dr. Changsteen,7398.927792205872,"['DinoMight', ""Helmet's On"", 'Helmets On']",91,True,6200.0
Radiofoot,7392.715080107427,"['Island in the Winter Sun', 'Helmets On', 'Team Samsara']",91,True,7500.0
Fathomorg,7382.090479078278,"['Does This Game have Fall Damage?', 'WeLostThisBros', 'Love & Peace (Right Version)', 'Emotional Damage']",62,True,8000.0
Luigi Mangione,7375.095926961607,"['Heroes of Golf?', 'Ape Express', 'mosin on valley']",33,True,8000.0
Icarus,7371.1991667948805,"['Does This Game have Fall Damage?', 'Plinks of Golf?']",66,True,6600.0
waffz,7368.441003999483,"['Flex Offenders', 'Glizzy Gobblers']",37,True,7400.0
LoneWolf,7355.593835865947,"['WAP', 'Baja Blasters']",23,True,8000.0
UnrulyBear,7342.689066237531,"['good for ducks, good for me']",23,True,6500.0
ScurvyDog,7341.709207679581,"['New Rebellion', 'Cinco De Mayo', 'Waist of Time', 'Daggers in my coco', 'WAKANDA MADE IN CHYNA']",46,True,8000.0
JuicyPanda,7339.16651394336,"['Heroes of Golf?', 'Waist of Time', 'Daggers in my coco', 'Highly Regarded Individuals', 'Plinks of Golf?']",71,True,8000.0
Dr. UndoneJin,7337.009565943791,"['Team awesome', 'Sounding Club', 'Nocturnal Rainbow', 'Salt the Earth']",52,True,8000.0
please immortal,7335.437587234531,"['The Whimsical Afrasians', 'Sounding Club', 'I am > I was', 'Team Samsara', 'Does This Game have Fall Damage?']",37,False,7078.571428571428
BORK,7334.939049357741,"['Flex Offenders', 'Glizzy Gobblers']",37,True,8000.0
Edge Tember,7332.711144680411,"['Heroes of Golf?', 'Comrades of Golf?', 'Golf Monday?', 'Highly Regarded Individuals']",97,True,8000.0
Rusty Shackleford,7332.710109204066,"['Heroes of Golf?', 'Golf Monday?', 'Highly Regarded Individuals', 'Plinks of Golf?']",98,True,7500.0
ⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧⅧ,7331.521247486432,"['Flex Offenders', 'Glizzy Gobblers']",39,True,8000.0
poogie,7331.521247486432,"['Flex Offenders', 'Glizzy Gobblers']",39,True,8000.0
captainlittledinky,7331.518240927647,"['Nocturnal Rainbow', 'Salt the Earth']",32,True,7400.0
Bernie Sanders,7330.649050643779,"['Golf Monday?', 'Comrades of Golf?', 'Los Animales de Golf?', 'Highly Regarded Individuals', 'Batchesters of Golf?']",89,True,7200.0
GlHf,7318.934294773505,"['beignet boys', 'Grillin and Chillin', 'Cerviche Molotov']",32,False,6825.0
de la Heeba,7317.448192008669,['Jukes Angels'],25,True,8000.0
t.tv/shattovv,7292.4530212467225,['beignet boys'],22,True,8000.0
Brok3n-,7278.465823167766,"['Scion and the 4 plebs', 'Aogiri Tree', 'Go play offlane']",42,True,8000.0
BokChoyBitch,7264.192106560429,"['Jason Vas Foundation Picks for the Cure', 'Max Retaliate']",23,True,8000.0
Bagged Milk,7254.800862918571,"['Baja Blasters', 'beignet boys']",27,True,8000.0
kden,7245.877506500948,"['Baja Blasters', 'beignet boys', 'Soy Sauce: Revolution']",51,True,7400.0
Erock,7230.382375434998,"['Heroes of Golf?', 'Ensō', 'Does This Game have Fall Damage?', 'Highly Regarded Individuals', 'Plinks of Golf?']",58,True,8000.0
lysergic acid diethylamide,7229.15107335127,"['Island in the Winter Sun', 'Conquerors of the Island in the Sun', 'Dually Truck RoadRunners']",29,True,8000.0
Pony,7217.065004949182,"['Scion and the 4 plebs', 'Go play offlane']",37,True,6500.0
Son,7210.526121190147,"['I am > I was', 'beignet boys', 'Scion and the 4 plebs', '10toes', 'Savage Spirits']",39,True,7300.0
Fav,7202.145178345282,"['Ensō', 'dXo-Champion', 'Digital Habitat']",74,True,8000.0
Thugpot@to01,7200.708804953308,"['Coked up (cute) Kobolds', 'Does This Game have Fall Damage?', 'dXo-Champion', '1-800-QQ']",40,True,7100.0
Urbow,7198.565898400201,"['The Whimsical Afrasians', 'Sounding Club', ""Harambe's Homies"", 'Los Animales de Golf?', 'Nocturnal Rainbow', 'Digital Habitat', 'Team Ligma']",93,True,7200.0
KILLAYOUA,7198.491787942508,"['Gucci Coffin', 'Jukes Angels']",27,True,8000.0
Shoon,7191.277385207964,['Flex Offenders'],29,False,6283.333333333333
PizzaJr,7184.577031386574,"['Grillin and Chillin', 'Ensō', 'Soy Sauce: Revolution', 'Foebe Phighters']",53,True,8000.0
Someoneskid,7176.3114664018385,['SMD9813'],25,True,7400.0
Profanity,7171.4170429032,['The Rejects'],20,True,7100.0
Abmis,7162.932248660004,['GRIN Scythe'],48,True,7100.0
Big Red,7162.557330922799,"['Does This Game have Fall Damage?', 'Ensō']",76,True,7300.0
Merc-Ury,7161.228736974038,"['Does This Game have Fall Damage?', 'Ensō']",74,True,7400.0
C0re,7138.469243986895,"['Heroes of Golf?', 'GOOD TWINK HUNTING', 'Twinks and The Twinker', 'Coked up (cute) Kobolds', ""Harambe's Homies"", 'Simple Chemistry', 'DinoMight', 'Slow Twitch Muscle Fibers', 'Jukes Angels']",54,True,7400.0
JzaR,7135.749983202522,"['sheeesh', 'SMD9813', 'Aogiri Tree', 'DinoMight', ""Daddy's ENGORGED Dictatorship""]",95,True,8000.0
JDFM,7131.023752553716,"['Island in the Winter Sun', 'Conquerors of the Island in the Sun', 'Dually Truck RoadRunners']",28,True,7100.0
Ctrl-,7125.1344535410535,"['Ape Express', 'Ensō']",29,True,7200.0
Marooniii,7120.17894448984,"['Dually Truck Hentai Warriors', 'Dually Truck Diesel Drinkers', 'Dually Truck RoadRunners', 'Radiance invoker']",38,True,8000.0
mr worldwide,7114.048892518089,"['Coked up (cute) Kobolds', 'Jukes Angels', 'Digital Habitat']",45,True,7300.0
DH. Jukester,7109.612769954608,"['Golf Monday?', 'Coked up (cute) Kobolds', 'I am > I was', 'Nat 20', 'Bubble Team', 'Digital Habitat', '10toes', 'Jukes Angels']",73,True,7300.0
"JerBear, Today's Word: 得閒飲茶",7109.126679782786,"['Dark Horse Tempest ', 'Jason Vas Foundation Picks for the Cure', 'Max Retaliate']",23,True,7300.0
bulbi,7094.641741852969,"['I am > I was', 'Pot Of Greed', 'WAP', 'Digital Habitat', 'Aogiri Tree', '10toes']",35,True,8000.0
Russ,7094.260215177489,['SpookyScarySkeletons'],21,True,7200.0
Aynek,7089.930581293269,['SpookyScarySkeletons'],23,True,7200.0
Khalsa GM,7081.756079900797,['SpookyScarySkeletons'],23,True,7100.0
Last Son of Krypton,7079.1914125567655,['Savage Spirits'],79,True,7500.0
Black-up,7075.446245450407,"['Golf Monday?', ""Helmet's On"", 'Rats and Bunnies', 'Helmets On']",113,True,5500.0
milkboxxy,7074.056134270888,"['Bubble Team', 'Waist of Golf?', 'Jukes Angels', 'Plinks of Golf?', 'Golf Thirstday?']",80,True,7200.0
Lapsed Pacifist,7073.138371301793,"['Jackson 5', 'Savage Spirits']",90,True,6400.0
Darthwalker,7071.870587557301,['The Rejects'],23,True,6300.0
GodamN,7070.7982100204335,['SMD9813'],25,False,5914.285714285715
4thwrldmrshl,7070.492463969112,"['Conquerors of the Island in the Sun', 'Ensō', 'The Bathtub Club', 'dXo-Rejects', 'The Rejects']",81,True,8000.0
라일리,7069.702728824052,"['DinoMight', 'Savage Saints', 'Savage Spirits']",95,True,7100.0
printer,7069.634834071513,['Savage Spirits'],90,True,8000.0
Hartrun7,7067.423802858307,"['Gucci Coffin', 'PSGS', 'mosin on valley', ""Harambe's Homies""]",31,True,7200.0
I Am Steve,7065.992552510294,"['WAP', 'texts go green']",28,True,7400.0
dnjiii,7060.617893140225,"['WAP', 'GRIN Fury', 'Dually Truck RoadRunners']",41,True,8000.0
frost,7059.386762823931,"['PSGS', 'Bubble Team', 'Plinks of Golf?', 'Golf Thirstday?', 'Savage Spirits']",72,True,7200.0
butthealth,7058.551261806628,"['Dark Horse Storm', ""'Nanner Grippers"", 'Rats and Bunnies', 'Nameless', 'OTF', 'SMD9813', 'Waist of Golf?', ""Daddy's ENGORGED Dictatorship"", 'Savage Sabers', 'GRIN Smoke']",125,True,7600.0
Gift,7058.159484939217,"['mosin on valley', 'Savage Spirits']",20,True,7100.0
Spiroar,7054.329177252753,"['Ensō', 'Dota Under the Influence', 'Team Krill Eater']",28,True,8000.0
ol' stinky,7042.561255501632,"[""Daddy's ENGORGED Dictatorship"", 'sheeesh']",21,True,8000.0
Forgotten,7031.511519512354,"['Pot Of Greed', 'PSGS', 'Eldrazi', 'Savage Spirits']",60,False,6372.222222222223
˚+˚+˚+˚+˚+˚,7028.508407069884,['Dually Truck Hentai Warriors'],21,True,8000.0
Blocka™,7024.427500464889,"['DinoMight', 'Jason Vas Foundation Picks for the Cure']",32,True,8000.0
Excaliburracuda,7020.987371175227,"[""Brit I'm a Dog, Woof! Brrr"", 'PSGS', 'Pot Of Greed']",34,True,8000.0
Thunder_MuFiN,7012.445190386895,"['Baja Blasters', 'beignet boys', 'Grillin and Chillin']",25,True,6400.0
GeeR3,7000.909605344429,"['Dually Truck Hentai Warriors', 'PSGS', 'Pot Of Greed']",51,True,7100.0
Dr. Spike the Dota Dr.,6984.001132142269,"['Honey Beesports', 'Pizzadog.JV', 'Nameless', 'Dumpster Fire', 'Idiots', 'SpookyScarySkeletons']",63,True,6500.0
wrennsday,6973.4552153768955,"['Golf Monday?', 'Comrades of Golf?', 'Golf Wrensday?', 'Waist of Golf?', '10toes']",62,True,6500.0
pookah,6968.48477479303,"['dXo-Warrior', 'beignet boys', 'Grillin and Chillin']",47,True,8000.0
Cryptic Wisdom,6963.271213065577,['DinoMight'],20,False,6337.5
pG,6955.206473489109,['Zealous Gaming'],36,True,8000.0
Lorenzo,6948.715614491531,"['Coked up (cute) Kobolds', 'Average Krill Eaters', 'Ape Express', 'Team Krill Eater']",54,True,8000.0
Raddialin,6939.66270163021,"['Dually Truck Hentai Warriors', 'dXo-Champion']",22,True,6700.0
Dragoness,6929.070447998363,"['Dually Truck Hentai Warriors', 'Rats and Bunnies', 'mosin on valley']",32,True,7100.0
panda,6921.584853752346,"['SMD9813', 'sheeesh']",22,True,6500.0
Welshy,6921.409401602312,['Pot Of Greed'],20,True,7400.0
Beejack Honeydew,6918.463490256078,"['Eldrazi', 'Pot Of Greed']",29,True,7200.0
Nigerian White,6917.964385086357,['Zealous Gaming'],36,True,7300.0
cartographer,6912.693595576847,"['Coked up (cute) Kobolds', 'Average Krill Eaters', 'Los Animales de Golf?', 'Does This Game have Fall Damage?', 'Digital Habitat', 'Team Krill Eater', 'Go play offlane', 'Calamity Crew']",96,True,7300.0
Time's,6910.23738546301,['dXo-Rejects'],22,True,7300.0
SSC,6904.213193909364,"['Gucci Coffin', 'PRESTIGE WORLDWIDE', ""Harambe's Homies""]",20,True,7100.0
yoshi,6897.057272473036,"[""Chicken Joe's Reincarnation Cult"", 'GRIN Scythe', 'GRIN Prism']",40,True,8000.0
LFT Next AD2L Szn,6889.228791355137,"['Ensō', 'Bubble Team', '2FrogsSoftware', 'Gucci Coffin', 'GRIN Rat Society', 'Slow Twitch Muscle Fibers', 'GRIN Fury']",83,True,7200.0
MAQ-IQ,6889.159072269377,"['Dually Truck Hentai Warriors', 'Golf Wrensday?', 'dXo-Heroic - Mantle of Midas']",45,True,8000.0
Plate,6883.408236092457,"[""'Nanner Grippers"", 'GRIN Prism', 'Sounding Club', 'Savage Spirits']",20,True,7300.0
Daddy Odin,6876.038885764155,"['Savage Saints', 'Rats and Bunnies', 'Conquerors of the Island in the Sun', 'Ensō', 'Island in the Winter Sun', 'Baja Blasters', 'The Rejects', 'Calamity Crew']",89,True,7500.0
AZ,6875.922255062405,"['animal enclosure', 'Rats and Bunnies', ""Harambe's Homies"", 'PSGS', 'Gucci Coffin', '4 NOOBS 1 TROLLBUS', 'GRIN Scythe']",59,True,7300.0
Sync,6871.8557045294565,['Calamity Crew'],37,True,8000.0
✪Alareiks✪,6867.913944822835,['sheeesh'],20,True,7200.0
Achilles,6855.906552658341,['7dark Thirty'],33,True,7400.0
Ghost,6852.320120960077,"['Plinks of Golf?', 'Grillin and Chillin']",20,False,6610.0
Orion,6850.027950281574,"['Average Krill Eaters', 'Remove Radiance From The Game', 'Rats and Bunnies', 'Team Krill Eater']",81,True,7100.0
cookies,6846.915003374043,"[""'Nanner Grippers"", 'Ensō', 'Go play offlane', ""Daddy's ENGORGED Dictatorship"", 'Savage Spirits']",37,True,7200.0
IPwnedAIDS,6840.373390057764,"['Dark Horse Storm', 'Rodents and Hares Pest Control', 'Rats and Bunnies', 'Simple Chemistry', '7dark Thirty', 'Slow Twitch Muscle Fibers', 'Dark Horse Vitality', 'Rod of a Toast', 'GRIN Smoke']",96,True,7100.0
MyM.Slayer,6838.935563212584,"['Simple Chemistry', 'Slow Twitch Muscle Fibers', '7dark Thirty', 'Rod of a Toast']",83,True,6500.0
Asmoranomardicadaistinaculdacar,6837.985492425308,"['Rodents and Hares Pest Control', ""'Nanner Grippers"", 'Rats and Bunnies', ""Blitz's Feet"", 'dXo-Rejects', 'Dark Horse Vitality', 'GRIN Scythe']",89,True,6100.0
ClowD,6834.951823468204,"['Simple Chemistry', 'Slow Twitch Muscle Fibers', '7dark Thirty', 'Rod of a Toast']",76,True,7200.0
1 last time,6831.759710459074,"['Coked up (cute) Kobolds', 'I am > I was', 'OTF', 'Team Krill Eater', '10toes', 'GRIN Scythe', 'Rod of a Toast']",66,True,7300.0
phoenix,6826.435140997176,"['GRIN Scythe', 'GRIN Prism']",60,True,7400.0
Chunklin,6809.576772641027,['Zealous Gaming'],36,True,5400.0
gnatiaK,6791.447816333347,"['Savage Saints', 'e', 'j', 'Brain Damage', 'Have Mercii Daddy', 'Calamity Crew', 'Teens Love Huge Clocks']",58,False,5865.0
twubz,6779.1405872509595,['Merrill Howard Kalin Fan Club'],39,True,7300.0
JJnok,6770.451887901333,"['Island in the Winter Sun', 'Conquerors of the Island in the Sun', 'Slugcats']",73,True,8000.0
ReVamp,6756.560604942296,"['Savage Saints', 'GRIN Prism', 'Pizzadog.JV', 'Dota Under the Influence', 'Dumpster Fire', 'Idiots', 'GRIN Scythe', 'Savage Spirits']",89,True,7100.0
Clarkles,6754.484383137429,"['Average Krill Eaters', 'GRIN Rat Society', 'Team Krill Eater']",46,True,7200.0
fortniteman,6749.959238439806,"['Coked up (cute) Kobolds', ""'Nanner Grippers"", ""Daddy's ENGORGED Dictatorship"", 'Los Animales de Golf?']",82,True,6300.0
JBay7,6740.749940188691,"['Rats and Bunnies', 'Reverse Smurfs', 'j', 'e', 'Have Mercii Daddy', 'LF Danny Playoff Replacement', 'Teens Love Huge Clocks']",79,True,7200.0
Marine,6739.432797852746,"['OTF', 'Team Ligma']",22,True,7300.0
