pid,player_name,mmr,player_teams,matches,reliable_mmr,stratz_mmr,rank_confidence
140711072,Urbow,7290.6,"['The Whimsical Afrasians', 'Sounding Club', ""Harambe's Homies"", 'Los Animales de Golf?', 'Nocturnal Rainbow', 'Digital Habitat', 'Team Ligma']",93,True,7200.0,0.93
135952396,Son,7256.42,"['I am > I was', 'beignet boys', 'Scion and the 4 plebs', '10toes', 'Savage Spirits']",39,True,7300.0,0.39
91095810,C0re,7254.08,"['Heroes of Golf?', 'GOOD TWINK HUNTING', 'Twinks and The Twinker', 'Coked up (cute) Kobolds', ""Harambe's Homies"", 'Simple Chemistry', 'DinoMight', 'Slow Twitch Muscle Fibers', 'Jukes Angels']",54,True,7400.0,0.54
119524982,pG,7251.3,['Zealous Gaming'],36,True,8000.0,0.36
177976421,I Am Steve,7240.82,"['WAP', 'texts go green']",28,True,7400.0,0.28
439731573,Hartrun7,7230.91,"['Gucci Coffin', 'PSGS', 'mosin on valley', ""Harambe's Homies""]",31,True,7200.0,0.31
139555918,Thugpot@to01,7226.75,"['Coked up (cute) Kobolds', 'Does This Game have Fall Damage?', 'dXo-Champion', '1-800-QQ']",40,True,7100.0,0.4
362604635,JzaR,7186.7,"['sheeesh', 'SMD9813', 'Aogiri Tree', 'DinoMight', ""Daddy's ENGORGED Dictatorship""]",95,True,8000.0,0.95
34077312,Black-up,7179.47,"['Golf Monday?', ""Helmet's On"", 'Rats and Bunnies', 'Helmets On']",113,True,5500.0,1.0
229031494,Ctrl-,7174.75,"['Ape Express', 'Ensō']",29,True,7200.0,0.29
56849230,4thwrldmrshl,7165.38,"['Conquerors of the Island in the Sun', 'Ensō', 'The Bathtub Club', 'dXo-Rejects', 'The Rejects']",81,True,8000.0,0.81
133088414,Abmis,7155.79,['GRIN Scythe'],48,True,7100.0,0.48
121466200,Russ,7154.85,['SpookyScarySkeletons'],21,True,7200.0,0.21
121514552,Lorenzo,7153.67,"['Coked up (cute) Kobolds', 'Average Krill Eaters', 'Ape Express', 'Team Krill Eater']",54,True,8000.0,0.54
140851716,JDFM,7151.75,"['Island in the Winter Sun', 'Conquerors of the Island in the Sun', 'Dually Truck RoadRunners']",28,True,7100.0,0.28
51134778,Aynek,7150.53,['SpookyScarySkeletons'],23,True,7200.0,0.23
116827707,Welshy,7149.93,['Pot Of Greed'],20,True,7400.0,0.2
309760628,Profanity,7144.91,['The Rejects'],20,True,7100.0,0.2
101375328,Plate,7119.65,"[""'Nanner Grippers"", 'GRIN Prism', 'Sounding Club', 'Savage Spirits']",20,True,7300.0,0.2
157521565,Last Son of Krypton,7119.04,['Savage Spirits'],79,True,7500.0,0.79
158793172,Gift,7115.81,"['mosin on valley', 'Savage Spirits']",20,True,7100.0,0.2
905261339,Khalsa GM,7112.43,['SpookyScarySkeletons'],23,True,7100.0,0.23
86755652,Achilles,7101.17,['7dark Thirty'],33,True,7400.0,0.33
127295416,printer,7095.02,['Savage Spirits'],90,True,8000.0,0.9
119348288,GlHf,7079.47,"['beignet boys', 'Grillin and Chillin', 'Cerviche Molotov']",32,False,6825.0,0.32
189218608,라일리,7078.29,"['DinoMight', 'Savage Saints', 'Savage Spirits']",95,True,7100.0,0.95
96967132,Lapsed Pacifist,7070.75,"['Jackson 5', 'Savage Spirits']",90,True,6400.0,0.9
98580597,Slave to Winning,7069.2,"['Crime Time', 'The Whimsical Afrasians', 'Golf Monday?', ""Brit I'm a Dog, Woof! Brrr"", 'Coked up (cute) Kobolds', 'Los Animales de Golf?', 'Waist of Time', 'Waist of Golf?', 'Daggers in my coco', 'Golf Tuesday?']",92,True,6300.0,0.92
24922145,phoenix,7068.5,"['GRIN Scythe', 'GRIN Prism']",60,True,7400.0,0.6
391340152,Time's,7067.1,['dXo-Rejects'],22,True,7300.0,0.22
7135504,Chubbs,7064.68,"['Dually Truck Hentai Warriors', 'GRIN Scythe', 'Dually Truck RoadRunners']",39,True,7500.0,0.39
145133281,Beejack Honeydew,7063.6,"['Eldrazi', 'Pot Of Greed']",29,True,7200.0,0.29
1197509660,JJnok,7055.22,"['Island in the Winter Sun', 'Conquerors of the Island in the Sun', 'Slugcats']",73,True,8000.0,0.73
204457212,DH. Jukester,7053.41,"['Golf Monday?', 'Coked up (cute) Kobolds', 'I am > I was', 'Nat 20', 'Bubble Team', 'Digital Habitat', '10toes', 'Jukes Angels']",73,True,7300.0,0.73
94560711,mr worldwide,7050.03,"['Coked up (cute) Kobolds', 'Jukes Angels', 'Digital Habitat']",45,True,7300.0,0.45
105289993,Pony,7049.83,"['Scion and the 4 plebs', 'Go play offlane']",37,True,6500.0,0.37
84473930,LFT Next AD2L Szn,7041.24,"['Ensō', 'Bubble Team', '2FrogsSoftware', 'Gucci Coffin', 'GRIN Rat Society', 'Slow Twitch Muscle Fibers', 'GRIN Fury']",83,True,7200.0,0.83
476135854,UnrulyBear,7040.93,"['good for ducks, good for me']",23,True,6500.0,0.23
161885622,cookies,7040.29,"[""'Nanner Grippers"", 'Ensō', 'Go play offlane', ""Daddy's ENGORGED Dictatorship"", 'Savage Spirits']",37,True,7200.0,0.37
66653545,frost,7038.41,"['PSGS', 'Bubble Team', 'Plinks of Golf?', 'Golf Thirstday?', 'Savage Spirits']",72,True,7200.0,0.72
100558341,✪Alareiks✪,7037.64,['sheeesh'],20,True,7200.0,0.2
366273792,SSC,7036.69,"['Gucci Coffin', 'PRESTIGE WORLDWIDE', ""Harambe's Homies""]",20,True,7100.0,0.2
174040866,Nigerian White,7026.59,['Zealous Gaming'],36,True,7300.0,0.36
168898151,Dragoness,7026.22,"['Dually Truck Hentai Warriors', 'Rats and Bunnies', 'mosin on valley']",32,True,7100.0,0.32
30373538,butthealth,7017.13,"['Dark Horse Storm', ""'Nanner Grippers"", 'Rats and Bunnies', 'Nameless', 'OTF', 'SMD9813', 'Waist of Golf?', ""Daddy's ENGORGED Dictatorship"", 'Savage Sabers', 'GRIN Smoke']",125,True,7600.0,1.0
114338342,cartographer,7015.99,"['Coked up (cute) Kobolds', 'Average Krill Eaters', 'Los Animales de Golf?', 'Does This Game have Fall Damage?', 'Digital Habitat', 'Team Krill Eater', 'Go play offlane', 'Calamity Crew']",96,True,7300.0,0.96
155097763,Tempest嵐,6993.79,['Calamity Crew'],47,True,8000.0,0.47
168164813,GeeR3,6993.49,"['Dually Truck Hentai Warriors', 'PSGS', 'Pot Of Greed']",51,True,7100.0,0.51
111901976,ReVamp,6983.99,"['Savage Saints', 'GRIN Prism', 'Pizzadog.JV', 'Dota Under the Influence', 'Dumpster Fire', 'Idiots', 'GRIN Scythe', 'Savage Spirits']",89,True,7100.0,0.89
1252599570,ClowD,6967.64,"['Simple Chemistry', 'Slow Twitch Muscle Fibers', '7dark Thirty', 'Rod of a Toast']",76,True,7200.0,0.76
6714821,IPwnedAIDS,6961.67,"['Dark Horse Storm', 'Rodents and Hares Pest Control', 'Rats and Bunnies', 'Simple Chemistry', '7dark Thirty', 'Slow Twitch Muscle Fibers', 'Dark Horse Vitality', 'Rod of a Toast', 'GRIN Smoke']",96,True,7100.0,0.96
51402834,AZ,6960.31,"['animal enclosure', 'Rats and Bunnies', ""Harambe's Homies"", 'PSGS', 'Gucci Coffin', '4 NOOBS 1 TROLLBUS', 'GRIN Scythe']",59,True,7300.0,0.59
